Award ID,Description,Contract Award Type,naics,naics_description,Recipient Name,Awarding Agency,awarding_agency_id,Start Date,End Date,Award Amount,base_and_all_options,generated_internal_id,generated_unique_award_id,internal_id,number_of_offers_received,Last Modified Date,base_and_all_options,Period of Performance Current End Date,Prime Recipient Name,Sub-Awardee Name,Sub-Award Amount,Funding Agency,Contract Duration,Contract Duration (Years),Days Until Contract Ends,Contract Status,Months Until Contract Ends,SortMonthBins,NAICSCodeDesc,AwardAmount_Binned,SortAmountBins,PastAwards_URL
VA11817F1834,"IGF::OT::IGF THE CONTRACTOR SHALL PROVIDE PROJECT MANAGEMENT, DELIVER PRODUCT DATA, DEVELOP ENTERPRISE APPLICATION/SERVICES, PERFORM TESTING AND TRAINING, AND OPERATIONS AND MAINTENANCE (O&M) IN DELIVERING A CFM PERFORMANCE MEASURES DASHBOARD.",DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,DELOITTE CONSULTING LLP,Department of Veterans Affairs,561.0,2017-02-23,2022-08-22,8542440.81,8606897.25,CONT_AWD_VA11817F1834_3600_GS35F0617Y_4732,CONT_AWD_VA11817F1834_3600_GS35F0617Y_4732,36086589,8,2022-05-20,8606897.25,,,,,Department of Veterans Affairs,2006.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA11817F1834_3600_GS35F0617Y_4732
VA11817F10160005,IGF::OT::IGF RECORDS MANAGEMENT CENTER EXTRACTION AND SCANNING SERVICES,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Veterans Affairs,561.0,2017-09-15,2023-12-07,176055745.9,188871692.54,CONT_AWD_VA11817F10160005_3600_VA11816D1016_3600,CONT_AWD_VA11817F10160005_3600_VA11816D1016_3600,36086379,3,2023-09-14,188871692.54,,,,,Department of Veterans Affairs,2274.0,6,54,Active,0-3 months,1.0,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11817F10160005_3600_VA11816D1016_3600
VA11816F1191,"::IGF::CL::IGF::  THE CONTRACTOR SHALL PROVIDE TECHNICAL AND NON-TECHNICAL SUPPORT SERVICES TO PROVIDE A BROAD RANGE OF TASKS IN SUPPORT OF THE OSP PS&IM MISSION.    THE CONTRACTOR SHALL PROVIDE A TEAM OF HIGHLY SUCCESSFUL AND KNOWLEDGEABLE SUBJECT MATTER EXPERTS (SMES) TO PROVIDE DIRECT EXPERT ADVICE AND TO SUPPORT THE PROVISION OR DEVELOPMENT OF PS&IM RELATED PROGRAM MANAGEMENT BEST PRACTICES, PROCESSES, STANDARDS, AND PROCEDURES MEETING THE REQUIREMENTS OF THE VA ENTERPRISE.  SPECIFIC NEEDS RANGE FROM REQUIREMENTS IDENTIFICATION DURING STRATEGIC PLANNING, PROGRAM STARTUP TO COMPLETION OF EXECUTION AND CLOSEOUT.  PROGRAM STARTUP INCLUDES ASSISTING THE PROGRAM MANAGER WITH PROGRAM STRUCTURE AND ROLE DEFINITIONS OF THE PROGRAM MANAGEMENT OFFICE (PMO) AS THEY EVOLVE FOR EACH OF THE PS&IM PMOS; ASSISTING WITH PROGRAM PLANNING TASKS INCLUDING, BUT NOT LIMITED TO THE REQUIREMENTS LIFE CYCLE (DETERMINATION, STRUCTURE, PLANNING), PREPARATION OF COST ESTIMATES, AND SCHEDULE PLANNING; ASSISTING WITH SYSTEMS ENGINEERING PROCESSES AND DOCUMENTATION AND VA-WIDE INTEGRATION ENGINEERING PLANNING; AND ASSISTING WITH THE PERFORMANCE OF THE PROGRAM MANAGEMENT OFFICE DURING THE ONBOARDING PROCESS.",DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,DELOITTE CONSULTING LLP,Department of Veterans Affairs,561.0,2016-07-21,2021-07-20,35849664.35,35849664.35,CONT_AWD_VA11816F1191_3600_HHSN316201200018W_7529,CONT_AWD_VA11816F1191_3600_HHSN316201200018W_7529,36085865,2,2020-08-13,35849664.35,,,,,Department of Veterans Affairs,1825.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11816F1191_3600_HHSN316201200018W_7529
VA11810080102,IDENTITY AND ACCESS MANAGEMENT SUPPORT (IAMS) IGF::OT::IGF,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2016-06-21,2021-06-20,13842239.28,13842239.28,CONT_AWD_VA11810080102_3600_VA11811D1008_3600,CONT_AWD_VA11810080102_3600_VA11811D1008_3600,36081662,3,2022-03-25,13842239.28,,,,,Department of Veterans Affairs,1825.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080102_3600_VA11811D1008_3600
VA11810080101,IGF::OT::IGF - T4 TASK ORDER FOR GENOMIC INFORMATION SYSTEM FOR INTEGRATED SCIENCE 2.0 TECHNICAL SERVICES,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2016-06-08,2019-04-30,10326722.96,10552558.1,CONT_AWD_VA11810080101_3600_VA11811D1008_3600,CONT_AWD_VA11810080101_3600_VA11811D1008_3600,36081661,3,2019-12-12,10552558.1,,,,,Department of Veterans Affairs,1056.0,3,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA11810080101_3600_VA11811D1008_3600
VA11810080096,"IGF::OT::IGF    THE CONTRACTOR SHALL PROVIDE CUSTOMIZATION, INSTALLATION, TESTING, AND MAINTENANCE TO ENHANCE AND MAINTAIN THE CURRENT OSS, INCLUDING HELP DESK SUPPORT, INVOICE MANAGEMENT AND RECONCILIATION AS WELL AS TRAINING.  IN ADDITION, THE CONTRACTOR SHALL PROVIDE NETWORX TELECOMMUNICATION TECHNICAL SUPPORT SERVICES TO SUPPORT THE TECHNICAL DOCUMENTATION MANAGEMENT OF ALL ASPECTS OF VA'S NETWORX TELECOMMUNICATION PORTAL (NTP) ENVIRONMENT.",DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2016-05-18,2021-05-17,6621691.48,6658971.88,CONT_AWD_VA11810080096_3600_VA11811D1008_3600,CONT_AWD_VA11810080096_3600_VA11811D1008_3600,36081657,1,2020-03-11,6658971.88,,,,,Department of Veterans Affairs,1825.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA11810080096_3600_VA11811D1008_3600
VA11810080095,"::IGF::OT::IGF:: THE SUBJECT TASK ORDER IS FOR THE PROCUREMENT OF COMMUNICATIONS SUPPORT, PROFESSIONAL  INFORMATION TECHNOLOGY (IT) CERTIFICATION COURSES AND FACILITATION SUPPORT, INTERNET/INTRANET AND SHAREPOINT SUPPORT, AND IT SMART CLASSROOM SUPPORT FOR THE OFFICE OF INFORMATION AND TECHNOLOGY (OI&T) INFORMATION TECHNOLOGY WORKFORCE DEVELOPMENT (ITWD).  THE REQUIRED SUPPORT SHALL INCLUDE THE FOLLOWING; DIRECT COMMUNICATIONS SUPPORT, EVALUATION OF INTERNAL/EXTERNAL SOCIAL MEDIA TOOLS, PROVISION OF PROFESSIONAL IT CERTIFICATION COURSES, EVALUATION OF COURSE OFFERINGS, AND TRAINING FACILITATION MANAGEMENT BEFORE, DURING, AND AFTER THE COURSE OFFERINGS.",DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2016-02-01,2021-01-31,16930248.95,19295354.55,CONT_AWD_VA11810080095_3600_VA11811D1008_3600,CONT_AWD_VA11810080095_3600_VA11811D1008_3600,36081656,3,2021-07-12,19295354.55,,,,,Department of Veterans Affairs,1826.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080095_3600_VA11811D1008_3600
VA11810080089,IGF::OT::IGF SOFTWARE ASSURANCE SUPPORT,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2015-09-18,2019-09-20,26106774.44,26106774.44,CONT_AWD_VA11810080089_3600_VA11811D1008_3600,CONT_AWD_VA11810080089_3600_VA11811D1008_3600,36081650,1,2020-01-15,26106774.44,,,,,Department of Veterans Affairs,1463.0,4,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080089_3600_VA11811D1008_3600
VA11810080086,IGF::OT::IGF NEW TASK ORDER FOR VA MOBILE INFRASTRUCTURE SERVICES (MIS),DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2015-09-14,2019-10-24,77788793.97,108961311.87,CONT_AWD_VA11810080086_3600_VA11811D1008_3600,CONT_AWD_VA11810080086_3600_VA11811D1008_3600,36081647,2,2019-11-07,108961311.87,,,,,Department of Veterans Affairs,1501.0,4,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080086_3600_VA11811D1008_3600
VA11810080085,ENTERPRISE VISIBILITY SUPPORT IGF::OT::IGF,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2015-09-14,2019-09-13,8206671.4,8208321.97,CONT_AWD_VA11810080085_3600_VA11811D1008_3600,CONT_AWD_VA11810080085_3600_VA11811D1008_3600,36081646,2,2021-01-23,8208321.97,,,,,Department of Veterans Affairs,1460.0,4,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA11810080085_3600_VA11811D1008_3600
VA11810080076,VRM CRM HOSTING IGF::OT::IGF,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2015-07-27,2020-01-26,32386449.33,75714501.9,CONT_AWD_VA11810080076_3600_VA11811D1008_3600,CONT_AWD_VA11810080076_3600_VA11811D1008_3600,36081637,1,2020-05-22,75714501.9,,,,,Department of Veterans Affairs,1644.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080076_3600_VA11811D1008_3600
VA11810080072,"::IGF::CL::IGF:: THIS ACTION IS FOR FOR THE PROCUREMENT OF CONTRACTOR SUPPORT FOR INFORMATION TECHNOLOGY WORKFORCE DEVELOPMENT (ITWD) BUSINESS OFFICE SUPPORT INCLUSIVE OF THE FOLLOWING: PROGRAM REVIEW AND EVALUATION, DEVELOPMENT OF MILESTONES, RESOURCE ALLOCATION, CONTINUAL MONITORING OF MILESTONE PROGRESS, QUALITY ASSURANCE, AND TECHNICAL REVIEW. VA ALSO REQUIRES CONTRACTOR SUPPORT FOR THE MAINTENANCE OF EXISTING COMPETENCY MODELS AND THE DEVELOPMENT OF NEW COMPETENCY MODELS. THE CONTRACTOR SHALL ALSO PROVIDE SUPPORT FOR THE DEVELOPMENT OF COURSEWARE, AND FACILITATE THE PRESENTATION OF THESE MATERIALS TO THE VA WORKFORCE.",DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2015-04-06,2020-04-05,61761169.7,100339436.89,CONT_AWD_VA11810080072_3600_VA11811D1008_3600,CONT_AWD_VA11810080072_3600_VA11811D1008_3600,36081633,6,2021-01-23,100339436.89,,,,,Department of Veterans Affairs,1826.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11810080072_3600_VA11811D1008_3600
VA101V17F0971,"IGF::OT::IGF BUSINESS ARCHITECTURE, REQUIREMENTS, AND STRATEGY (BARS)",DELIVERY ORDER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DELOITTE CONSULTING LLP,Department of Veterans Affairs,561.0,2017-09-29,2023-03-28,48594166.33,48594166.33,CONT_AWD_VA101V17F0971_3600_GS00F0028Y_4732,CONT_AWD_VA101V17F0971_3600_GS00F0028Y_4732,36079838,5,2023-08-21,48594166.33,,,,,Department of Veterans Affairs,2006.0,5,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA101V17F0971_3600_GS00F0028Y_4732
V802,IGF::CL::IGF FUNDING SOURCE 1,DELIVERY ORDER,517110,WIRED TELECOMMUNICATIONS CARRIERS,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2016-08-31,2020-04-30,89349980.54,91041951.6,CONT_AWD_V802_9700_W91QUZ06D0012_9700,CONT_AWD_V802_9700_W91QUZ06D0012_9700,36047717,2,2022-06-06,91041951.6,,,,,Department of Defense,1338.0,4,Contract Expired,Expired,Contract/s Expired,,517110: WIRED TELECOMMUNICATIONS CARRIERS,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_V802_9700_W91QUZ06D0012_9700
V706,IGF::OT::IGF COC FIELD-LEVEL SUSTAINMENT,DELIVERY ORDER,517110,WIRED TELECOMMUNICATIONS CARRIERS,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2017-04-01,2019-03-31,9078669.73,15086813.92,CONT_AWD_V706_9700_W91QUZ06D0012_9700,CONT_AWD_V706_9700_W91QUZ06D0012_9700,35951485,2,2021-04-23,15086813.92,,,,,Department of Defense,729.0,2,Contract Expired,Expired,Contract/s Expired,,517110: WIRED TELECOMMUNICATIONS CARRIERS,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_V706_9700_W91QUZ06D0012_9700
V705,BASE YEAR - IT SERVICES&SOLUTIONS,DELIVERY ORDER,517110,WIRED TELECOMMUNICATIONS CARRIERS,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2013-09-23,2016-09-29,79343076.01,81951929.0,CONT_AWD_V705_9700_W91QUZ06D0012_9700,CONT_AWD_V705_9700_W91QUZ06D0012_9700,35951388,4,2020-05-20,81951929.0,,,,,Department of Defense,1102.0,3,Contract Expired,Expired,Contract/s Expired,,517110: WIRED TELECOMMUNICATIONS CARRIERS,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_V705_9700_W91QUZ06D0012_9700
V703,IGF::OT::IGF,DELIVERY ORDER,517110,WIRED TELECOMMUNICATIONS CARRIERS,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2015-06-30,2017-03-31,15475520.85,15743537.0,CONT_AWD_V703_9700_W91QUZ06D0012_9700,CONT_AWD_V703_9700_W91QUZ06D0012_9700,35951163,1,2021-04-08,15743537.0,,,,,Department of Defense,640.0,2,Contract Expired,Expired,Contract/s Expired,,517110: WIRED TELECOMMUNICATIONS CARRIERS,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_V703_9700_W91QUZ06D0012_9700
V701,BASE YEAR LABOR,DELIVERY ORDER,517110,WIRED TELECOMMUNICATIONS CARRIERS,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2011-10-26,2013-09-30,7253284.26,21087898.67,CONT_AWD_V701_9700_W91QUZ06D0019_9700,CONT_AWD_V701_9700_W91QUZ06D0019_9700,35949965,1,2022-08-03,21087898.67,,,,,Department of Defense,705.0,2,Contract Expired,Expired,Contract/s Expired,,517110: WIRED TELECOMMUNICATIONS CARRIERS,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_V701_9700_W91QUZ06D0019_9700
V701,"IGF::CT::IGF TO IS TO BE EXECUTED IN SUPPORT OF PEO-EIS PMW 220, NAVY ENTERPRISE BUSINESS SOLUTIONS (EBS) PROGRAM IN AREAS OF TECHNICAL OPERATIONS SUSTAINMENT, AUDIT READINESS SUPPORT, ECP SUPPORT, SPECIAL PROJECTS,&KNOWLEDGE TRANSFER SUPPORT SERVICES.  TECHNICAL OPERATIONS CONSISTS OF GENERAL SYSTEM OPERATIONS, RELEASE MANAGEMENT, TESTING, QUALITY ASSURANCE, INFORMATION ASSURANCE, TECHNICAL INFRASTRUCTURE SUPPORT,  SAP BASIS ADMINISTRATION,&TOOL ADMINISTRATION.",DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2015-09-28,2019-12-27,84246341.88,105472113.7,CONT_AWD_V701_9700_N0017811D6682_9700,CONT_AWD_V701_9700_N0017811D6682_9700,35949882,2,2022-11-09,105472113.7,,,,,Department of Defense,1551.0,4,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_V701_9700_N0017811D6682_9700
TPDTTB12K00027,IGF::CL::IGF CLOSELY ASSOCIATED.  IT PROGRAM MANAGEMENT SERVICES,DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2012-04-28,2019-07-27,46238788.65,46256254.79,CONT_AWD_TPDTTB12K00027_2036_GS00Q09BGD0019_4735,CONT_AWD_TPDTTB12K00027_2036_GS00Q09BGD0019_4735,32146599,2,2022-07-20,46256254.79,,,,,Department of the Treasury,2646.0,7,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_TPDTTB12K00027_2036_GS00Q09BGD0019_4735
TOS11D00060004,IGF::CL::IGF -- SANCTIONS ENFORCEMENT SUPPORT,DELIVERY ORDER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2015-03-15,2017-04-14,453690.8,453690.8,CONT_AWD_TOS11D00060004_2001_TOS11D0006_2001,CONT_AWD_TOS11D00060004_2001_TOS11D0006_2001,32126683,,2022-04-27,453690.8,,,,,Department of the Treasury,761.0,2,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TOS11D00060004_2001_TOS11D0006_2001
TOIGOIG13F0028,IGF::CL::IGF FOR CLOSELY ASSOCIATED PROCURE SERVICES FOR TECHNICAL REVIEW OF THE INITIAL COMPREHENSIVE PLAN,DELIVERY ORDER,541620,ENVIRONMENTAL CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2013-09-20,2017-03-24,204306.27,671553.46,CONT_AWD_TOIGOIG13F0028_2004_GS10F0090J_4730,CONT_AWD_TOIGOIG13F0028_2004_GS10F0090J_4730,32125824,1,2021-01-23,671553.46,,,,,Department of the Treasury,1281.0,4,Contract Expired,Expired,Contract/s Expired,,541620: ENVIRONMENTAL CONSULTING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TOIGOIG13F0028_2004_GS10F0090J_4730
TOFS17G0004,IGF::CL::IGF INFORMATION TECHNOLOGY SECURITY/INFORMATION TECHNOLOGY CONTROLS EVIDENCE&PROJECT REQUIREMENTS SUPPORT,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2017-02-10,2020-02-09,1854836.79,1854836.79,CONT_AWD_TOFS17G0004_2001_GS35F386DA_4732,CONT_AWD_TOFS17G0004_2001_GS35F386DA_4732,32125799,1,2021-09-10,1854836.79,,,,,Department of the Treasury,1094.0,3,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_TOFS17G0004_2001_GS35F386DA_4732
TIRNO17Z000290001,IGF::OT::IGF FOR OTHER FUNCTIONS - KNOWLEDGE MANAGEMENT,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2017-09-29,2020-09-28,5205036.54,6805678.38,CONT_AWD_TIRNO17Z000290001_2050_GS35F386DA_4732,CONT_AWD_TIRNO17Z000290001_2050_GS35F386DA_4732,32055135,1,2022-05-26,6805678.38,,,,,Department of the Treasury,1095.0,3,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000290001_2050_GS35F386DA_4732
TIRNO17Z000250011,IGF::CL::IGF FOR CLOSELY ASSOCIATED - MS SUPORT,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-09-30,2019-03-29,74481.91,74481.91,CONT_AWD_TIRNO17Z000250011_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250011_2050_GS35F0273L_4730,32055125,1,2021-04-28,74481.91,,,,,Department of the Treasury,545.0,1,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250011_2050_GS35F0273L_4730
TIRNO17Z000250009,IGF::CL::IGF FOR CLOSELY ASSOCIATED - MS SUPPORT SERVICES,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-09-29,2018-09-29,113208.77,122903.62,CONT_AWD_TIRNO17Z000250009_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250009_2050_GS35F0273L_4730,32055123,1,2020-09-08,122903.62,,,,,Department of the Treasury,365.0,1,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250009_2050_GS35F0273L_4730
TIRNO17Z000250007,IGF::OT::IGF FOR OTHER FUNCTIONS - MICROSOFT SUPPORT VDI/VMWARE,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-09-25,2018-09-24,254671.18,280467.76,CONT_AWD_TIRNO17Z000250007_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250007_2050_GS35F0273L_4730,32055121,1,2021-08-06,280467.76,,,,,Department of the Treasury,364.0,1,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250007_2050_GS35F0273L_4730
TIRNO17Z000250005,IGF::OT::IGF FOR OTHER FUNCTIONS - CI INFRASTRUCUTE SUPPORT POP 09/12/2017 THRU 09/11/2018 WITH ONE OPTION YEAR,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-09-11,2019-03-12,234630.79,234630.79,CONT_AWD_TIRNO17Z000250005_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250005_2050_GS35F0273L_4730,32055120,1,2020-09-24,234630.79,,,,,Department of the Treasury,547.0,1,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250005_2050_GS35F0273L_4730
TIRNO17Z000250004,IGF::OT::IGF FOR OTHER FUNCTIONS - CI INFRASTRUCTURE SUPPORT,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-09-13,2021-07-27,588982.84,588982.84,CONT_AWD_TIRNO17Z000250004_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250004_2050_GS35F0273L_4730,32055119,1,2021-08-02,588982.84,,,,,Department of the Treasury,1413.0,4,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250004_2050_GS35F0273L_4730
TIRNO17Z000250002,IGF::OT::IGF FOR OTHER FUNCTIONS - BPA CONSULTING SERVICES AND SUPPORT FOR MICROSOFT AND COMMERCIALLY AVAILABLE IT,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,"ECS FEDERAL, LLC",Department of the Treasury,456.0,2017-07-21,2022-08-31,418752.06,418752.06,CONT_AWD_TIRNO17Z000250002_2050_GS35F0273L_4730,CONT_AWD_TIRNO17Z000250002_2050_GS35F0273L_4730,32055118,1,2022-08-15,418752.06,,,,,Department of the Treasury,1867.0,5,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000250002_2050_GS35F0273L_4730
TIRNO17Z000050004,IGF::CT::IGF FOR CRITICAL FUNCTIONS - LOW WITH LITTLE POSSIBILITY OF CONTRACTOR PERFORMING IG WORK. CONTRACTOR WILL PROVIDE SYSTEMS ENGINEERING SUPPORT SERVICES.  CYRBYME C,DELIVERY ORDER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BOOZ ALLEN HAMILTON INC,Department of the Treasury,456.0,2017-09-18,2018-09-17,599786.66,599786.66,CONT_AWD_TIRNO17Z000050004_2050_GS35F386DA_4732,CONT_AWD_TIRNO17Z000050004_2050_GS35F386DA_4732,32055081,2,2021-06-30,599786.66,,,,,Department of the Treasury,364.0,1,Contract Expired,Expired,Contract/s Expired,,541511: CUSTOM COMPUTER PROGRAMMING SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_TIRNO17Z000050004_2050_GS35F386DA_4732
